subjectID ActivityDesc FeatureDesc FeatureValue
8511 21 SITTING tBodyAccJerk-mean()-Z -0.000175352166235294
8512 22 SITTING tBodyAccJerk-mean()-Z -0.0126852481958065
8513 23 SITTING tBodyAccJerk-mean()-Z -0.00148823351367647
8514 24 SITTING tBodyAccJerk-mean()-Z -0.00113300171426471
8515 25 SITTING tBodyAccJerk-mean()-Z 0.00210760835861538
8516 26 SITTING tBodyAccJerk-mean()-Z -0.00780237981320513
8517 27 SITTING tBodyAccJerk-mean()-Z -0.00611285425957143
8518 28 SITTING tBodyAccJerk-mean()-Z 0.000257854017638888
8519 29 SITTING tBodyAccJerk-mean()-Z 0.003167700952
8520 30 SITTING tBodyAccJerk-mean()-Z -0.00278161828080645
8521 1 STANDING tBodyAccJerk-mean()-Z -0.00368524954709434
8522 2 STANDING tBodyAccJerk-mean()-Z -0.00837158846722222
8523 3 STANDING tBodyAccJerk-mean()-Z -0.00807177934114754
8524 4 STANDING tBodyAccJerk-mean()-Z -0.0211889890567857
8525 5 STANDING tBodyAccJerk-mean()-Z -0.0122812220569643
8526 6 STANDING tBodyAccJerk-mean()-Z -0.00481712245438596
8527 7 STANDING tBodyAccJerk-mean()-Z -0.0108420294035849
8528 8 STANDING tBodyAccJerk-mean()-Z 0.00322153267648148
8529 9 STANDING tBodyAccJerk-mean()-Z -0.004700785502
8530 10 STANDING tBodyAccJerk-mean()-Z -0.00485841031477273
8531 11 STANDING tBodyAccJerk-mean()-Z -0.00074591623212766
8532 12 STANDING tBodyAccJerk-mean()-Z -0.00788131384131148
8533 13 STANDING tBodyAccJerk-mean()-Z -0.000704979340543859
8534 14 STANDING tBodyAccJerk-mean()-Z -0.00720777760485
8535 15 STANDING tBodyAccJerk-mean()-Z -0.00658737093471698
8536 16 STANDING tBodyAccJerk-mean()-Z -0.00476310557910256
8537 17 STANDING tBodyAccJerk-mean()-Z -0.00403599594166667
8538 18 STANDING tBodyAccJerk-mean()-Z -0.00181640480191781
8539 19 STANDING tBodyAccJerk-mean()-Z 0.00129216333878082
8540 20 STANDING tBodyAccJerk-mean()-Z -0.00613681937487671
8541 21 STANDING tBodyAccJerk-mean()-Z -0.00332093673865168
8542 22 STANDING tBodyAccJerk-mean()-Z -0.00626291653857143
8543 23 STANDING tBodyAccJerk-mean()-Z -0.00529260911370588
8544 24 STANDING tBodyAccJerk-mean()-Z -0.00358774904913043
8545 25 STANDING tBodyAccJerk-mean()-Z -0.00622808791433784
8546 26 STANDING tBodyAccJerk-mean()-Z -0.00219497782824324
8547 27 STANDING tBodyAccJerk-mean()-Z -0.00137950299425
8548 28 STANDING tBodyAccJerk-mean()-Z -0.00267810077607595
8549 29 STANDING tBodyAccJerk-mean()-Z 0.000332894985246154
8550 30 STANDING tBodyAccJerk-mean()-Z 0.00190841458130508
8551 1 WALKING tBodyAccJerk-mean()-Z -0.00416840617789474
8552 2 WALKING tBodyAccJerk-mean()-Z 0.00789533706610169
8553 3 WALKING tBodyAccJerk-mean()-Z -0.00562264594827586
8554 4 WALKING tBodyAccJerk-mean()-Z -0.000767679338333334
8555 5 WALKING tBodyAccJerk-mean()-Z 8.32159351785732e-05
8556 6 WALKING tBodyAccJerk-mean()-Z -0.00738931200701754
8557 7 WALKING tBodyAccJerk-mean()-Z -0.0210398551649123
8558 8 WALKING tBodyAccJerk-mean()-Z -0.000673798876875
8559 9 WALKING tBodyAccJerk-mean()-Z 0.00414762740192308
8560 10 WALKING tBodyAccJerk-mean()-Z -0.0162953195396226
8561 11 WALKING tBodyAccJerk-mean()-Z -0.013364827779661
8562 12 WALKING tBodyAccJerk-mean()-Z 0.005025870328
8563 13 WALKING tBodyAccJerk-mean()-Z 0.00597249011754386
8564 14 WALKING tBodyAccJerk-mean()-Z 0.0199723036949153
8565 15 WALKING tBodyAccJerk-mean()-Z 0.000658706162574074
8566 16 WALKING tBodyAccJerk-mean()-Z 0.00360803282352941
8567 17 WALKING tBodyAccJerk-mean()-Z 0.0243753334442623
8568 18 WALKING tBodyAccJerk-mean()-Z 0.010685091
8569 19 WALKING tBodyAccJerk-mean()-Z -0.0327528722288462
8570 20 WALKING tBodyAccJerk-mean()-Z 0.00634457223529412
8571 21 WALKING tBodyAccJerk-mean()-Z -0.0101813421307692
8572 22 WALKING tBodyAccJerk-mean()-Z 0.00443691445434783
8573 23 WALKING tBodyAccJerk-mean()-Z -0.00190810641525424
8574 24 WALKING tBodyAccJerk-mean()-Z -0.0116401387758621
8575 25 WALKING tBodyAccJerk-mean()-Z -0.00335098680675676
8576 26 WALKING tBodyAccJerk-mean()-Z -0.00618305784355932
8577 27 WALKING tBodyAccJerk-mean()-Z -0.020752327245614
8578 28 WALKING tBodyAccJerk-mean()-Z -0.00762915201666667
8579 29 WALKING tBodyAccJerk-mean()-Z 0.00941547304716981
8580 30 WALKING tBodyAccJerk-mean()-Z -0.00739534236
8581 1 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Z -0.0109719730183673
8582 2 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Z -0.0209351677765957
8583 3 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Z -0.00202727978142857
8584 4 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Z -0.00729137766444444
8585 5 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Z 0.0213397664446809
8586 6 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Z -0.00932470617291667
8587 7 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Z -0.0160390392510638
8588 8 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Z -0.0394356157631579
8589 9 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Z 0.00262568854761905
8590 10 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Z 0.000152617173684209
8591 11 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Z -0.0225208905847826
8592 12 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Z 0.00485262425869565
8593 13 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Z -0.0252977670276596
8594 14 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Z 0.0104952601188889
8595 15 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Z -0.0100212901547619
8596 16 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Z -0.029312256293617
8597 17 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Z -0.00939838078195652
8598 18 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Z -0.01417699182
8599 19 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Z -0.00955202497435897
8600 20 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Z -0.00253482149777778
8601 21 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Z -0.0125551085533333
8602 22 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Z 0.0112499015
8603 23 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Z -0.000982717101851849
8604 24 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Z -0.00846915857363636
8605 25 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Z -0.0113348791672414
8606 26 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Z -0.01189114264
8607 27 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Z -0.00985034750909091
8608 28 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Z 0.00123950141304348
8609 29 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Z -0.0140642983104167
8610 30 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Z -0.0118301423032258
8611 1 WALKING_UPSTAIRS tBodyAccJerk-mean()-Z -0.0455625449113208
8612 2 WALKING_UPSTAIRS tBodyAccJerk-mean()-Z 0.01948143925
8613 3 WALKING_UPSTAIRS tBodyAccJerk-mean()-Z 0.0208205538101695
8614 4 WALKING_UPSTAIRS tBodyAccJerk-mean()-Z 0.00340280836730769
8615 5 WALKING_UPSTAIRS tBodyAccJerk-mean()-Z -0.025590953282766
8616 6 WALKING_UPSTAIRS tBodyAccJerk-mean()-Z -0.00237816579411765
8617 7 WALKING_UPSTAIRS tBodyAccJerk-mean()-Z -7.4519666666666e-05
8618 8 WALKING_UPSTAIRS tBodyAccJerk-mean()-Z -0.0674583919268293
8619 9 WALKING_UPSTAIRS tBodyAccJerk-mean()-Z 0.00766046602367347
8620 10 WALKING_UPSTAIRS tBodyAccJerk-mean()-Z -0.0513375831851064
8621 11 WALKING_UPSTAIRS tBodyAccJerk-mean()-Z -0.0151463896833333
8622 12 WALKING_UPSTAIRS tBodyAccJerk-mean()-Z 0.00906662793461539
8623 13 WALKING_UPSTAIRS tBodyAccJerk-mean()-Z -0.0254126299290909
8624 14 WALKING_UPSTAIRS tBodyAccJerk-mean()-Z 0.00344199486481481
8625 15 WALKING_UPSTAIRS tBodyAccJerk-mean()-Z -0.00525879898958333
8626 16 WALKING_UPSTAIRS tBodyAccJerk-mean()-Z 0.0380533591627451
8627 17 WALKING_UPSTAIRS tBodyAccJerk-mean()-Z 0.00759533846458334
8628 18 WALKING_UPSTAIRS tBodyAccJerk-mean()-Z 0.0093589662862069
8629 19 WALKING_UPSTAIRS tBodyAccJerk-mean()-Z 0.0316681980575
8630 20 WALKING_UPSTAIRS tBodyAccJerk-mean()-Z -0.024542099304902
8631 21 WALKING_UPSTAIRS tBodyAccJerk-mean()-Z -0.0360115472978723
8632 22 WALKING_UPSTAIRS tBodyAccJerk-mean()-Z -0.033616970907381
8633 23 WALKING_UPSTAIRS tBodyAccJerk-mean()-Z 0.0159234167843137
8634 24 WALKING_UPSTAIRS tBodyAccJerk-mean()-Z -0.0132353651798305
8635 25 WALKING_UPSTAIRS tBodyAccJerk-mean()-Z -0.0116906813498462
8636 26 WALKING_UPSTAIRS tBodyAccJerk-mean()-Z -0.0117089275472727
8637 27 WALKING_UPSTAIRS tBodyAccJerk-mean()-Z 0.0067467910745098
8638 28 WALKING_UPSTAIRS tBodyAccJerk-mean()-Z 0.00749081657058823
8639 29 WALKING_UPSTAIRS tBodyAccJerk-mean()-Z -0.0290713871612245
8640 30 WALKING_UPSTAIRS tBodyAccJerk-mean()-Z 0.0161506198923077
8641 1 LAYING tBodyAccJerk-std()-X -0.958482112
8642 2 LAYING tBodyAccJerk-std()-X -0.98587216875
8643 3 LAYING tBodyAccJerk-std()-X -0.98087931483871
8644 4 LAYING tBodyAccJerk-std()-X -0.978302781111111
8645 5 LAYING tBodyAccJerk-std()-X -0.983307862115385
8646 6 LAYING tBodyAccJerk-std()-X -0.966341054736842
8647 7 LAYING tBodyAccJerk-std()-X -0.980977756153846
8648 8 LAYING tBodyAccJerk-std()-X -0.973253042222222
8649 9 LAYING tBodyAccJerk-std()-X -0.9647404702
8650 10 LAYING tBodyAccJerk-std()-X -0.978007466724138
8651 11 LAYING tBodyAccJerk-std()-X -0.985259108596491
8652 12 LAYING tBodyAccJerk-std()-X -0.969276283333333
8653 13 LAYING tBodyAccJerk-std()-X -0.98541995
8654 14 LAYING tBodyAccJerk-std()-X -0.971473557058824
8655 15 LAYING tBodyAccJerk-std()-X -0.981739386805556
8656 16 LAYING tBodyAccJerk-std()-X -0.988416723857143
8657 17 LAYING tBodyAccJerk-std()-X -0.981489017183099
8658 18 LAYING tBodyAccJerk-std()-X -0.985921071076923
8659 19 LAYING tBodyAccJerk-std()-X -0.983605223493976
8660 20 LAYING tBodyAccJerk-std()-X -0.984270728235294
8661 21 LAYING tBodyAccJerk-std()-X -0.984826520888889
8662 22 LAYING tBodyAccJerk-std()-X -0.970355191527778
8663 23 LAYING tBodyAccJerk-std()-X -0.986360446805556
8664 24 LAYING tBodyAccJerk-std()-X -0.98636543375
8665 25 LAYING tBodyAccJerk-std()-X -0.973323412328767
8666 26 LAYING tBodyAccJerk-std()-X -0.989315824868421
8667 27 LAYING tBodyAccJerk-std()-X -0.986471899324324
8668 28 LAYING tBodyAccJerk-std()-X -0.9801647165
8669 29 LAYING tBodyAccJerk-std()-X -0.99200598942029
8670 30 LAYING tBodyAccJerk-std()-X -0.977463775571429
8671 1 SITTING tBodyAccJerk-std()-X -0.986430711276596
8672 2 SITTING tBodyAccJerk-std()-X -0.988055854130435
8673 3 SITTING tBodyAccJerk-std()-X -0.974467390384615
8674 4 SITTING tBodyAccJerk-std()-X -0.9767421962
8675 5 SITTING tBodyAccJerk-std()-X -0.975204850227273
8676 6 SITTING tBodyAccJerk-std()-X -0.969929476363636
8677 7 SITTING tBodyAccJerk-std()-X -0.982158098125
8678 8 SITTING tBodyAccJerk-std()-X -0.985188753695652
8679 9 SITTING tBodyAccJerk-std()-X -0.9645358564
8680 10 SITTING tBodyAccJerk-std()-X -0.988946414074074
8681 11 SITTING tBodyAccJerk-std()-X -0.980335163584906
8682 12 SITTING tBodyAccJerk-std()-X -0.976494200784314
8683 13 SITTING tBodyAccJerk-std()-X -0.992827264081633
8684 14 SITTING tBodyAccJerk-std()-X -0.980890655185185
8685 15 SITTING tBodyAccJerk-std()-X -0.988162333898305
8686 16 SITTING tBodyAccJerk-std()-X -0.990861134782609
8687 17 SITTING tBodyAccJerk-std()-X -0.99434060296875
8688 18 SITTING tBodyAccJerk-std()-X -0.991624662105263
8689 19 SITTING tBodyAccJerk-std()-X -0.987043285479452
8690 20 SITTING tBodyAccJerk-std()-X -0.982078229242424
8691 21 SITTING tBodyAccJerk-std()-X -0.989439392235294
8692 22 SITTING tBodyAccJerk-std()-X -0.981664149193548
8693 23 SITTING tBodyAccJerk-std()-X -0.984561803823529
8694 24 SITTING tBodyAccJerk-std()-X -0.988564382205882
8695 25 SITTING tBodyAccJerk-std()-X -0.992278621692308
8696 26 SITTING tBodyAccJerk-std()-X -0.99225839525641
8697 27 SITTING tBodyAccJerk-std()-X -0.990658097857143
8698 28 SITTING tBodyAccJerk-std()-X -0.976286679444444
8699 29 SITTING tBodyAccJerk-std()-X -0.993525560333333
8700 30 SITTING tBodyAccJerk-std()-X -0.988864577419355
8701 1 STANDING tBodyAccJerk-std()-X -0.994604542264151
8702 2 STANDING tBodyAccJerk-std()-X -0.981085715555556
8703 3 STANDING tBodyAccJerk-std()-X -0.957086489344262
8704 4 STANDING tBodyAccJerk-std()-X -0.972586541964286
8705 5 STANDING tBodyAccJerk-std()-X -0.962647080178571
8706 6 STANDING tBodyAccJerk-std()-X -0.973132635789474
8707 7 STANDING tBodyAccJerk-std()-X -0.976403544716981
8708 8 STANDING tBodyAccJerk-std()-X -0.989198879814815
8709 9 STANDING tBodyAccJerk-std()-X -0.969973398888889
8710 10 STANDING tBodyAccJerk-std()-X -0.964311490454545
8711 11 STANDING tBodyAccJerk-std()-X -0.992527404255319
8712 12 STANDING tBodyAccJerk-std()-X -0.972440195081967
8713 13 STANDING tBodyAccJerk-std()-X -0.987636104210526
8714 14 STANDING tBodyAccJerk-std()-X -0.978248526
8715 15 STANDING tBodyAccJerk-std()-X -0.985459068490566
8716 16 STANDING tBodyAccJerk-std()-X -0.991026497435897
8717 17 STANDING tBodyAccJerk-std()-X -0.992094005512821
8718 18 STANDING tBodyAccJerk-std()-X -0.989436673835616
8719 19 STANDING tBodyAccJerk-std()-X -0.984792035205479
8720 20 STANDING tBodyAccJerk-std()-X -0.959528332191781
8721 21 STANDING tBodyAccJerk-std()-X -0.97706335011236
8722 22 STANDING tBodyAccJerk-std()-X -0.975639080634921
8723 23 STANDING tBodyAccJerk-std()-X -0.983141958970588
8724 24 STANDING tBodyAccJerk-std()-X -0.980573836811594
8725 25 STANDING tBodyAccJerk-std()-X -0.988312658378378
8726 26 STANDING tBodyAccJerk-std()-X -0.990498355
8727 27 STANDING tBodyAccJerk-std()-X -0.987628362
8728 28 STANDING tBodyAccJerk-std()-X -0.968604559620253
8729 29 STANDING tBodyAccJerk-std()-X -0.993652820615385
8730 30 STANDING tBodyAccJerk-std()-X -0.968430745254237
8731 1 WALKING tBodyAccJerk-std()-X -0.113615602435789
8732 2 WALKING tBodyAccJerk-std()-X -0.277530462620339
8733 3 WALKING tBodyAccJerk-std()-X -0.26867964387931
8734 4 WALKING tBodyAccJerk-std()-X -0.297042612533333
8735 5 WALKING tBodyAccJerk-std()-X -0.302891024625
8736 6 WALKING tBodyAccJerk-std()-X -0.132784766936842
8737 7 WALKING tBodyAccJerk-std()-X -0.346026226140351
8738 8 WALKING tBodyAccJerk-std()-X -0.2586886278125
8739 9 WALKING tBodyAccJerk-std()-X -0.206733787961538
8740 10 WALKING tBodyAccJerk-std()-X -0.0521991013207547
8741 11 WALKING tBodyAccJerk-std()-X -0.428516343559322
8742 12 WALKING tBodyAccJerk-std()-X -0.01350661106
8743 13 WALKING tBodyAccJerk-std()-X -0.220910068015789
8744 14 WALKING tBodyAccJerk-std()-X -0.454497019661017
8745 15 WALKING tBodyAccJerk-std()-X -0.373217585
8746 16 WALKING tBodyAccJerk-std()-X -0.396223738431373
8747 17 WALKING tBodyAccJerk-std()-X -0.355492635409836
8748 18 WALKING tBodyAccJerk-std()-X -0.368056913928571
8749 19 WALKING tBodyAccJerk-std()-X 0.110306729315577
8750 20 WALKING tBodyAccJerk-std()-X -0.090645041854902
8751 21 WALKING tBodyAccJerk-std()-X -0.114888873837692
8752 22 WALKING tBodyAccJerk-std()-X 0.0358787094391304
8753 23 WALKING tBodyAccJerk-std()-X -0.229328122305085
8754 24 WALKING tBodyAccJerk-std()-X -0.485863255344828
8755 25 WALKING tBodyAccJerk-std()-X -0.607620931621622
8756 26 WALKING tBodyAccJerk-std()-X -0.328452881355932
8757 27 WALKING tBodyAccJerk-std()-X -0.316184021578947
8758 28 WALKING tBodyAccJerk-std()-X -0.335700184259259
8759 29 WALKING tBodyAccJerk-std()-X -0.22143354279434
8760 30 WALKING tBodyAccJerk-std()-X -0.374400941384615
8761 1 WALKING_DOWNSTAIRS tBodyAccJerk-std()-X -0.012283860544898
8762 2 WALKING_DOWNSTAIRS tBodyAccJerk-std()-X 0.147249143238298
8763 3 WALKING_DOWNSTAIRS tBodyAccJerk-std()-X -0.0858010042244898
8764 4 WALKING_DOWNSTAIRS tBodyAccJerk-std()-X -0.145759708684667
8765 5 WALKING_DOWNSTAIRS tBodyAccJerk-std()-X 0.0322415501638298
8766 6 WALKING_DOWNSTAIRS tBodyAccJerk-std()-X 0.165271070858333
8767 7 WALKING_DOWNSTAIRS tBodyAccJerk-std()-X 0.0285033927287234
8768 8 WALKING_DOWNSTAIRS tBodyAccJerk-std()-X 0.250143724521053
8769 9 WALKING_DOWNSTAIRS tBodyAccJerk-std()-X 0.017623342197619
8770 10 WALKING_DOWNSTAIRS tBodyAccJerk-std()-X 0.223275806105263
8771 11 WALKING_DOWNSTAIRS tBodyAccJerk-std()-X -0.0834212653347826
8772 12 WALKING_DOWNSTAIRS tBodyAccJerk-std()-X 0.00631914373913043
8773 13 WALKING_DOWNSTAIRS tBodyAccJerk-std()-X -0.0740908045319149
8774 14 WALKING_DOWNSTAIRS tBodyAccJerk-std()-X 0.0129597549231111
8775 15 WALKING_DOWNSTAIRS tBodyAccJerk-std()-X 0.134593836190476
8776 16 WALKING_DOWNSTAIRS tBodyAccJerk-std()-X -0.101186926595745
8777 17 WALKING_DOWNSTAIRS tBodyAccJerk-std()-X -0.103436471413043
8778 18 WALKING_DOWNSTAIRS tBodyAccJerk-std()-X -0.387223932363636
8779 19 WALKING_DOWNSTAIRS tBodyAccJerk-std()-X 0.544273037307692
8780 20 WALKING_DOWNSTAIRS tBodyAccJerk-std()-X -0.135699627468889
8781 21 WALKING_DOWNSTAIRS tBodyAccJerk-std()-X 0.00214655719111111
8782 22 WALKING_DOWNSTAIRS tBodyAccJerk-std()-X 0.0869139849722222
8783 23 WALKING_DOWNSTAIRS tBodyAccJerk-std()-X 0.198947061775926
8784 24 WALKING_DOWNSTAIRS tBodyAccJerk-std()-X -0.337218894
8785 25 WALKING_DOWNSTAIRS tBodyAccJerk-std()-X -0.501968387931034
8786 26 WALKING_DOWNSTAIRS tBodyAccJerk-std()-X -0.128111641206
8787 27 WALKING_DOWNSTAIRS tBodyAccJerk-std()-X -0.00358338882727273
8788 28 WALKING_DOWNSTAIRS tBodyAccJerk-std()-X -0.0167652227782609
8789 29 WALKING_DOWNSTAIRS tBodyAccJerk-std()-X -0.023952574044375
8790 30 WALKING_DOWNSTAIRS tBodyAccJerk-std()-X -0.226643901120968
8791 1 WALKING_UPSTAIRS tBodyAccJerk-std()-X -0.446843887735849
8792 2 WALKING_UPSTAIRS tBodyAccJerk-std()-X -0.276121886479167
8793 3 WALKING_UPSTAIRS tBodyAccJerk-std()-X -0.458364616949153
8794 4 WALKING_UPSTAIRS tBodyAccJerk-std()-X -0.380488027307692
8795 5 WALKING_UPSTAIRS tBodyAccJerk-std()-X -0.223896564340426
8796 6 WALKING_UPSTAIRS tBodyAccJerk-std()-X -0.180301156098039
8797 7 WALKING_UPSTAIRS tBodyAccJerk-std()-X -0.415153115882353
8798 8 WALKING_UPSTAIRS tBodyAccJerk-std()-X -0.186618895268293
8799 9 WALKING_UPSTAIRS tBodyAccJerk-std()-X -0.335291644693878
8800 10 WALKING_UPSTAIRS tBodyAccJerk-std()-X -0.187220175510638
8801 11 WALKING_UPSTAIRS tBodyAccJerk-std()-X -0.452961683518519
8802 12 WALKING_UPSTAIRS tBodyAccJerk-std()-X -0.359856972115385
8803 13 WALKING_UPSTAIRS tBodyAccJerk-std()-X -0.487325539818182
8804 14 WALKING_UPSTAIRS tBodyAccJerk-std()-X -0.368780418888889
8805 15 WALKING_UPSTAIRS tBodyAccJerk-std()-X -0.186944664541667
8806 16 WALKING_UPSTAIRS tBodyAccJerk-std()-X -0.521089140196078
8807 17 WALKING_UPSTAIRS tBodyAccJerk-std()-X -0.292665827083333
8808 18 WALKING_UPSTAIRS tBodyAccJerk-std()-X -0.563202134655172
8809 19 WALKING_UPSTAIRS tBodyAccJerk-std()-X -0.1742790558
8810 20 WALKING_UPSTAIRS tBodyAccJerk-std()-X -0.185695388078431
8811 21 WALKING_UPSTAIRS tBodyAccJerk-std()-X -0.424052014680851
8812 22 WALKING_UPSTAIRS tBodyAccJerk-std()-X -0.00853992680952381
8813 23 WALKING_UPSTAIRS tBodyAccJerk-std()-X -0.365398622764706
8814 24 WALKING_UPSTAIRS tBodyAccJerk-std()-X -0.49876467220339
8815 25 WALKING_UPSTAIRS tBodyAccJerk-std()-X -0.663642746307692
8816 26 WALKING_UPSTAIRS tBodyAccJerk-std()-X -0.290879965872727
8817 27 WALKING_UPSTAIRS tBodyAccJerk-std()-X -0.468066189411765
8818 28 WALKING_UPSTAIRS tBodyAccJerk-std()-X -0.312671655921569
8819 29 WALKING_UPSTAIRS tBodyAccJerk-std()-X -0.182365815065306
8820 30 WALKING_UPSTAIRS tBodyAccJerk-std()-X -0.535420203384615
8821 1 LAYING tBodyAccJerk-std()-Y -0.9241492736
8822 2 LAYING tBodyAccJerk-std()-Y -0.98317254125
8823 3 LAYING tBodyAccJerk-std()-Y -0.968710724677419
8824 4 LAYING tBodyAccJerk-std()-Y -0.942209488333333
8825 5 LAYING tBodyAccJerk-std()-Y -0.964560430961538
8826 6 LAYING tBodyAccJerk-std()-Y -0.933674494385965
8827 7 LAYING tBodyAccJerk-std()-Y -0.973093160192308
8828 8 LAYING tBodyAccJerk-std()-Y -0.976520952037037
8829 9 LAYING tBodyAccJerk-std()-Y -0.9639966798
8830 10 LAYING tBodyAccJerk-std()-Y -0.966930793448276
8831 11 LAYING tBodyAccJerk-std()-Y -0.972777455263158
8832 12 LAYING tBodyAccJerk-std()-Y -0.962639526833333
8833 13 LAYING tBodyAccJerk-std()-Y -0.980152342903226
8834 14 LAYING tBodyAccJerk-std()-Y -0.96812761745098
8835 15 LAYING tBodyAccJerk-std()-Y -0.970921587777778
8836 16 LAYING tBodyAccJerk-std()-Y -0.984867286857143
8837 17 LAYING tBodyAccJerk-std()-Y -0.976960542816901
8838 18 LAYING tBodyAccJerk-std()-Y -0.985554339384615
8839 19 LAYING tBodyAccJerk-std()-Y -0.974524522650602
8840 20 LAYING tBodyAccJerk-std()-Y -0.977002606764706
8841 21 LAYING tBodyAccJerk-std()-Y -0.971584753222222
8842 22 LAYING tBodyAccJerk-std()-Y -0.955151526805556
8843 23 LAYING tBodyAccJerk-std()-Y -0.988611616666667
8844 24 LAYING tBodyAccJerk-std()-Y -0.982430495
8845 25 LAYING tBodyAccJerk-std()-Y -0.945687169726027
8846 26 LAYING tBodyAccJerk-std()-Y -0.987182887763158
8847 27 LAYING tBodyAccJerk-std()-Y -0.985159461756757
8848 28 LAYING tBodyAccJerk-std()-Y -0.97867953975
8849 29 LAYING tBodyAccJerk-std()-Y -0.989513565652174
8850 30 LAYING tBodyAccJerk-std()-Y -0.971049778142857
8851 1 SITTING tBodyAccJerk-std()-Y -0.981371965319149
8852 2 SITTING tBodyAccJerk-std()-Y -0.977983955434783
8853 3 SITTING tBodyAccJerk-std()-Y -0.953631390961538
8854 4 SITTING tBodyAccJerk-std()-Y -0.9445961056
8855 5 SITTING tBodyAccJerk-std()-Y -0.952786261136364
8856 6 SITTING tBodyAccJerk-std()-Y -0.945143686181818
8857 7 SITTING tBodyAccJerk-std()-Y -0.969458676458333
8858 8 SITTING tBodyAccJerk-std()-Y -0.980784606086957
8859 9 SITTING tBodyAccJerk-std()-Y -0.9567775448
8860 10 SITTING tBodyAccJerk-std()-Y -0.980756789814815
8861 11 SITTING tBodyAccJerk-std()-Y -0.966766643396226
8862 12 SITTING tBodyAccJerk-std()-Y -0.964047461568627
8863 13 SITTING tBodyAccJerk-std()-Y -0.984267557755102
8864 14 SITTING tBodyAccJerk-std()-Y -0.967828356296296
8865 15 SITTING tBodyAccJerk-std()-Y -0.978126998813559
8866 16 SITTING tBodyAccJerk-std()-Y -0.981800970724638
8867 17 SITTING tBodyAccJerk-std()-Y -0.98863700234375
8868 18 SITTING tBodyAccJerk-std()-Y -0.984002717017544
8869 19 SITTING tBodyAccJerk-std()-Y -0.979267729041096
8870 20 SITTING tBodyAccJerk-std()-Y -0.970896863484848
8871 21 SITTING tBodyAccJerk-std()-Y -0.979002804823529
8872 22 SITTING tBodyAccJerk-std()-Y -0.964782832419355
8873 23 SITTING tBodyAccJerk-std()-Y -0.978045837794118
8874 24 SITTING tBodyAccJerk-std()-Y -0.979573678088235
8875 25 SITTING tBodyAccJerk-std()-Y -0.982870991692308
8876 26 SITTING tBodyAccJerk-std()-Y -0.986215215641026
8877 27 SITTING tBodyAccJerk-std()-Y -0.985097470714286
8878 28 SITTING tBodyAccJerk-std()-Y -0.962219452777778
8879 29 SITTING tBodyAccJerk-std()-Y -0.9840551
8880 30 SITTING tBodyAccJerk-std()-Y -0.980420928387097
8881 1 STANDING tBodyAccJerk-std()-Y -0.98564873245283
8882 2 STANDING tBodyAccJerk-std()-Y -0.97105943962963
8883 3 STANDING tBodyAccJerk-std()-Y -0.941686785737705
8884 4 STANDING tBodyAccJerk-std()-Y -0.938354677857143
8885 5 STANDING tBodyAccJerk-std()-Y -0.931217140714286
8886 6 STANDING tBodyAccJerk-std()-Y -0.949362277017544
8887 7 STANDING tBodyAccJerk-std()-Y -0.965810609622642
8888 8 STANDING tBodyAccJerk-std()-Y -0.976442140740741
8889 9 STANDING tBodyAccJerk-std()-Y -0.963849332888889
8890 10 STANDING tBodyAccJerk-std()-Y -0.941328663409091
8891 11 STANDING tBodyAccJerk-std()-Y -0.979428279574468
8892 12 STANDING tBodyAccJerk-std()-Y -0.953203115409836
8893 13 STANDING tBodyAccJerk-std()-Y -0.977704172105263
8894 14 STANDING tBodyAccJerk-std()-Y -0.966362425833333
8895 15 STANDING tBodyAccJerk-std()-Y -0.967720399622641
8896 16 STANDING tBodyAccJerk-std()-Y -0.98262195474359
